,Pigment_1 (%),Pigment_2 (%),Pigment_3 (%),Pigment_4 (%),Pigment_5 (%),Pigment_6 (%),Pigment_7 (%),Pigment_8 (%),Pigment_9 (%),Pigment_10 (%),Pigment_11 (%),Pigment_12 (%),Pigment_13 (%),Pigment_14 (%),Pigment_15 (%),L*,a*,b*,ColorFamily
4500,10.296278266955058,6.879524152397906,8.674157115215179,1.4139741890541755,7.3169452776078785,9.980715028167362,5.78890392307758,2.002564381090069,5.647842214148978,7.577866529627548,8.25154369490635,5.613684827885799,2.3300188971629643,9.933394743495477,8.292586759207685,82.03429028662084,7.145852738895819,77.05395227940649,Yellow
4501,3.4533069034543686,10.356702191752548,4.437857279047801,3.985842455521471,11.010698901865592,11.14029696566486,5.083625955575835,0.1138326737164981,2.3801106617715435,11.600346673071906,11.465793447543184,5.783545008444927,3.8797684802726766,3.86231092558983,11.44596147670694,80.83180540260989,8.453213269943724,75.83591672115382,Yellow
4502,4.812205955196679,7.581081118801608,10.832814534517984,3.104288601946513,3.7616280768972015,5.306100470891567,9.69490219771088,12.114351213142315,8.101604119819223,1.9698639976307184,6.61288907240525,1.892242134256831,1.3084711402739913,8.737500081649744,14.170057284859483,88.51550109410856,-0.9614360459643584,87.96005618473598,Yellow
4503,9.025123059823406,8.344794297999302,7.833902652968386,9.666397952876329,8.11166820685459,6.754495291971918,3.929364976657348,1.0876530056835394,4.967554991211632,9.964390667422707,6.282804805036232,1.988000721022844,6.9931142262136925,5.015275304260751,10.035459839997335,81.22457281080298,5.868820832449341,74.69259160968514,Yellow
4504,2.169124377870421,9.5963893630931,9.186537521112134,13.256028376045707,7.613802348532454,11.746946346212248,0.3330908060775016,1.6563198277962692,4.662509077568294,8.347203341540656,6.052625196519671,2.7319101349873565,7.941201130524791,7.637886364295951,7.068425787823456,84.3556640465926,2.592367985157429,76.32079589300872,Yellow
4505,1.3379044108213096,13.696165469054364,8.750165667291892,3.900296896202347,10.156132011093492,4.696872395525219,7.473675643613377,5.039987810134575,13.007217557282477,14.68538100105692,2.3813544013889723,0.3483628130329338,3.2403395269991564,8.716135686061873,2.570008710441098,88.72185905455386,7.116593086390523,69.97827363145521,Yellow
4506,10.496524191282411,5.286140393477213,7.897220806901016,5.893401711185416,11.684516787289068,0.4544744227494612,9.43349589762363,8.435824973245897,8.40145544217002,5.354939105662893,0.2027585618553222,8.915305941041181,10.729182701738049,1.1024512535079394,5.7123078102704845,84.32912842741447,2.726016027427997,68.99848232801253,Yellow
4507,2.5749636201526664,9.675229787685062,12.441377616402129,10.558422412089667,5.037017412562374,2.2129029154646904,12.578575096798748,5.12976952422136,0.3506215597497469,9.049418250419588,3.906551064493702,13.321915117509493,2.268687665994072,6.885804446822376,4.008743509634313,82.79887837417189,4.469305028912292,74.09100122978792,Yellow
4508,9.69901811075406,7.714905353869832,11.124979989231514,6.450233800114867,0.0676289952539429,3.0266671422271747,14.052813418290564,5.701042867122323,8.723401129928929,12.727563002925397,0.2886658162990904,9.277159312461912,4.055926516675741,3.927534116174114,3.1624604286705305,79.82646102341691,6.001987026045601,66.88769943226677,Yellow
4509,11.041504871688389,5.005175607177903,0.9007430020706724,1.2997989015345208,1.994491233709238,12.064131353776537,5.7365395353624455,12.293915234335794,10.971050258429042,11.244872384898398,3.8494498277869935,3.641197310575929,7.516443590438284,5.608796202247873,6.831890685967994,77.40032969754093,6.262414786834018,64.94654847940143,Yellow
4510,1.0710581977208264,19.55916267591337,1.1710010922717236,3.6000676766490964,13.652910981846633,3.130414627451189,2.151407373188417,3.092544631049943,1.2465215487901318,5.059318392079529,5.457924518014144,10.037802575474888,8.831959359782957,9.536364026708442,12.401542323058706,88.75860126801632,8.748033454466004,73.34544055500785,Yellow
4511,3.2962314316720502,1.9224681301937256,12.54316008959608,9.047473242689255,0.8657733680243721,13.715920613778342,9.891323279039966,2.165095734263441,13.831276321438589,5.215014315017142,14.050714236100951,1.4739273734585667,2.283045954641011,9.382549180031823,0.3160267300546958,87.33344076753907,4.933369454306259,76.39241387068209,Yellow
4512,0.3061146793135209,12.971761623320536,2.748047533172478,15.048716058979448,6.975685920430741,14.309413816188366,6.8424837094645445,8.684553440013842,5.184135423917433,10.778529626807112,5.211766600142649,3.655267757043864,1.3274611117990784,0.9445571324995014,5.011505566906892,78.13397570181088,-0.9480937320015528,80.24918323931587,Yellow
4513,7.932533544990454,2.2147279114926635,3.2229703914269594,9.749575714737112,6.884347286648149,9.906303810220589,9.814789806623688,0.682994665283146,10.286378393245185,0.5512363477053743,9.969815149837636,5.888850362913658,5.742969897414155,7.682547019068245,9.46995969839298,80.58890789403247,0.0446030351226998,83.94679737248406,Yellow
4514,6.836758766975611,4.713670512031545,1.239797080205456,8.744884606683222,1.421564316418502,8.04854376522967,5.849706405347739,4.275279845181708,6.792235181737024,8.558141417672307,10.428358232289774,2.932990879448182,10.494736816577674,10.647846790975729,9.015485383225863,80.65967316447639,10.116974541651562,66.48509128578348,Yellow
4515,10.676992475471131,8.387487575902359,0.4735910112317074,6.966020346289523,9.051010920763192,11.40700389003305,6.909976401480332,9.620282541773634,8.54024914779744,3.401411255781429,1.8742464478460863,9.095838900383916,2.8316743430750653,2.9639887695549314,7.800225972616191,74.93617591769485,-5.741909154188831,85.45233525228473,Yellow
4516,11.086045312360996,8.181495348748458,12.433602142047311,2.9706796948090988,3.54630546136954,8.948928899004795,11.652237663074253,7.577642226599848,0.1458562815422786,9.510736452393258,11.4304551872703,3.885309487650161,0.7614599348834761,7.276984647953706,0.5922612602925461,83.05195316332632,11.03162027073754,69.69030322393927,Yellow
4517,7.696779464518682,0.3296502398684641,4.16213837160034,7.19365435838485,2.066685081387618,2.1120131110700404,15.30157598686522,0.7663883044675395,12.74665347512585,15.068837500752975,2.4185111430748254,3.614579171067172,11.868350355025187,5.839818715329992,8.814364721461235,81.46498537338114,14.571686043526784,53.77302073506288,Yellow
4518,13.55078832112385,2.2365725957435827,10.043962864976288,15.275347702179188,0.9314780044452864,0.972651119536618,8.99183266949933,15.561892032478392,3.5736626550494983,5.361815118010327,1.598987429306941,5.871674207448415,0.7185862516387258,6.306834114578769,9.00391491398478,78.79935008279615,0.8221787433409453,77.25580638521153,Yellow
4519,14.59773255647431,12.252871501030256,12.307929850190202,3.415767535949743,1.3060744080981548,9.029209908659764,7.802459832182324,7.733075004667757,1.6320631298711614,7.394424522652472,2.251120024776956,6.319882505756722,0.9306964042848176,12.8293611000134,0.1973317153919517,82.60477696444221,7.76558749601088,70.60806663486274,Yellow
4520,10.316691147522263,9.47723744362748,8.265978675255901,10.791462989238918,0.5911110507228452,7.046732808258893,9.3279798936026,1.3906497392104196,6.422649024981898,4.326488401685887,4.786737953430171,10.022354138059152,5.916069151592314,1.024307474245817,10.293550108565444,77.91811587808905,-3.3007064377508977,87.16681400004519,Yellow
4521,1.9626918724444955,9.459316192483652,10.28889457515231,9.30248671846554,7.175619905776099,7.879455159603943,7.416527561229085,4.880199560094381,2.9080392396568784,3.020187929266519,7.748221742659944,6.634138995172026,6.198044838791002,6.915727913099572,8.21044779610457,86.55516514541839,-4.351324981617389,90.33521705273624,Yellow
4522,10.736500224419554,1.5121297156111475,5.208489628680183,3.787155249508364,7.722148294535063,0.8811408934893804,10.939125813924925,1.528355219481821,3.893824131582463,11.230047939379276,0.7397347349903923,9.471951595845754,13.263555390784582,8.861293607055709,10.224547560711397,80.21113196004035,15.111800992719909,52.12687327887004,Yellow
4523,10.674432146414087,2.99438657382288,7.827488612006173,4.164007178735011,3.3615207056490672,2.593018861727544,7.887669668157672,10.70494984998491,11.801097215761242,5.774457773845345,5.024172047488042,9.260277243292204,10.513997323222672,3.413041948951576,4.005482850941552,85.32905794973159,5.139295813216075,67.32357698547747,Yellow
